sample,task,student,transcript,recording_path,filtered,subtask_name,task_name,len_seconds,garbage_count,non_final_garbage_count,stutter_count,asterisk_count,filler_count,filtered_transcript,content_transcript,filtered_transcript_no_garbage,num_content_tokens,num_content_types,TTR,cefr,task_completion,keep,cefr_bin,subtask_test_train,task_test_train,task_wer_no_garb,task_cer_no_garb,task_prediction,subtask_wer_no_garb,subtask_cer_no_garb,subtask_prediction,infitms,infitmz,wer_task_subs,wer_task_dels,wer_task_ins,cer_task_subs,cer_task_dels,cer_task_ins,wer_subtask_subs,wer_subtask_dels,wer_subtask_ins,cer_subtask_subs,cer_subtask_dels,cer_subtask_ins
258,4,5,öö ursäkta kan jag har meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_6y4/recording.wav,False,4_10,4,8.9164375,0,0,0,0,1,öö ursäkta kan jag har meny,ursäkta kan jag har meny,öö ursäkta kan jag har meny,5,5,1.0,3.57,2.36,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,6.59,2.17,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
259,4,110,kan du passa meny <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_a43/recording.wav,False,4_10,4,10.7740625,1,0,0,0,0,kan du passa meny <garbage>,kan du passa meny,kan du passa meny,4,4,1.0,2.48,1.03,1,2,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.12,-0.76,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
260,4,136,kan jag *hav* meny <garbage> tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_acx/recording.wav,False,4_10,4,7.058875,1,1,0,1,0,kan jag hav meny <garbage> tack,kan jag *hav* meny tack,kan jag hav meny tack,5,5,1.0,2.9,2.36,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.48,-0.83,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
261,4,111,hej kan jag har den meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_c5k/recording.wav,False,4_10,4,4.0866875,0,0,0,0,0,hej kan jag har den meny,hej kan jag har den meny,hej kan jag har den meny,6,6,1.0,2.9,2.36,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.48,-0.83,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
262,4,137,kan jag få ett meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_ej3/recording.wav,False,4_10,4,7.058875,0,0,0,0,0,kan jag få ett meny,kan jag få ett meny,kan jag få ett meny,5,5,1.0,3.07,2.36,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.35,-0.91,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
263,4,138,kan jag har en meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_eph/recording.wav,False,4_10,4,5.5728125,0,0,0,0,0,kan jag har en meny,kan jag har en meny,kan jag har en meny,5,5,1.0,2.9,2.36,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.48,-0.83,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
264,4,10,kan jag har en meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_err/recording.wav,False,4_10,4,5.20125,0,0,0,0,0,kan jag har en meny,kan jag har en meny,kan jag har en meny,5,5,1.0,2.9,2.36,1,3,eval,test,0.0,0.0,kan jag har en meny,9999.0,9999.0,9999,0.48,-0.83,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
265,4,139,kan jag ha en meny <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_fn5/recording.wav,False,4_10,4,5.20125,1,0,0,0,0,kan jag ha en meny <garbage>,kan jag ha en meny,kan jag ha en meny,5,5,1.0,3.07,2.36,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.35,-0.91,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
266,4,13,öö kan jag få en meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_gjx/recording.wav,False,4_10,4,7.430375,0,0,0,0,1,öö kan jag få en meny,kan jag få en meny,öö kan jag få en meny,5,5,1.0,3.95,2.36,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.39,0.7,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
267,4,14,mm förlåt kan jag har en meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_gqx/recording.wav,False,4_10,4,9.288,0,0,0,0,1,mm förlåt kan jag har en meny,förlåt kan jag har en meny,mm förlåt kan jag har en meny,6,6,1.0,2.9,2.36,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.48,-0.83,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
268,4,112,öö kan ha jag få en meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_gv8/recording.wav,False,4_10,4,5.5728125,0,0,0,0,1,öö kan ha jag få en meny,kan ha jag få en meny,öö kan ha jag få en meny,6,6,1.0,3.07,2.01,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.35,-0.91,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
269,4,15,kan jag få en meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_h4v/recording.wav,False,4_10,4,4.82975,0,0,0,0,0,kan jag få en meny,kan jag få en meny,kan jag få en meny,5,5,1.0,3.95,2.36,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,2.82,1.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
270,4,140,jag vet inte,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_hxv/recording.wav,True,4_10,4,7.058875,0,0,0,0,0,jag vet inte,jag vet inte,jag vet inte,3,3,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
271,4,18,kan jag få mat listen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_jb8/recording.wav,False,4_10,4,9.288,0,0,0,0,0,kan jag få mat listen,kan jag få mat listen,kan jag få mat listen,5,5,1.0,2.48,2.01,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.12,-0.76,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
272,4,141,öö ursäkta har du meny här,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_jj5/recording.wav,False,4_10,4,6.687375,0,0,0,0,1,öö ursäkta har du meny här,ursäkta har du meny här,öö ursäkta har du meny här,5,5,1.0,3.57,2.36,1,3,eval,test,0.0,0.0,öö ursäkta har du meny här,9999.0,9999.0,9999,5.65,1.99,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
273,4,19,öö kan jag ha en m- mat list tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_k68/recording.wav,False,4_10,4,7.058875,0,0,1,0,1,öö kan jag ha en m mat list tack,kan jag ha en mat list tack,öö kan jag ha en m mat list tack,7,7,1.0,2.9,2.01,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.48,-0.83,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
274,4,20,kan jag har meny,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_k9t/recording.wav,False,4_10,4,12.260125,0,0,0,0,0,kan jag har meny,kan jag har meny,kan jag har meny,4,4,1.0,2.48,2.36,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,3.8,1.74,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
275,4,113,kan jag se öö mat listen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_kcz/recording.wav,False,4_10,4,5.5728125,0,0,0,0,1,kan jag se öö mat listen,kan jag se mat listen,kan jag se öö mat listen,5,5,1.0,3.07,2.01,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.35,-0.91,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
276,4,22,ööm <garbage> kan jag se menyn <garbage> restaurangen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_kk6/recording.wav,False,4_10,4,10.7740625,2,2,0,0,0,ööm <garbage> kan jag se menyn <garbage> restaurangen,ööm kan jag se menyn restaurangen,ööm kan jag se menyn restaurangen,6,6,1.0,3.07,2.36,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.35,-0.91,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
277,4,142,öö kan jag har den meny tycke,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_mk2/recording.wav,False,4_10,4,8.9164375,0,0,0,0,1,öö kan jag har den meny tycke,kan jag har den meny tycke,öö kan jag har den meny tycke,6,6,1.0,2.07,2.01,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.34,-0.92,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
278,4,28,öö kan jag få menyn tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_njv/recording.wav,False,4_10,4,4.82975,0,0,0,0,1,öö kan jag få menyn tack,kan jag få menyn tack,öö kan jag få menyn tack,5,5,1.0,4.04,2.36,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.18,-1.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
279,4,29,<garbage> mm kan jag få menyn,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_nt6/recording.wav,False,4_10,4,4.45825,1,0,0,0,1,<garbage> mm kan jag få menyn,kan jag få menyn,mm kan jag få menyn,4,4,1.0,4.15,2.36,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.44,0.77,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
280,4,30,öö kan jag få en meny tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/4/4_10/joens_pfh/recording.wav,False,4_10,4,6.3158125,0,0,0,0,1,öö kan jag få en meny tack,kan jag få en meny tack,öö kan jag få en meny tack,6,6,1.0,4.15,2.36,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.44,0.77,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
281,5,1,du måste komma med mig ett band är fantastiskt och de spelar mycket bra musik och du kan dansa där med mig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_3hv/recording.wav,False,5_2,5,29.7215625,0,0,0,0,0,du måste komma med mig ett band är fantastiskt och de spelar mycket bra musik och du kan dansa där med mig,du måste komma med mig ett band är fantastiskt och de spelar mycket bra musik och du kan dansa där med mig,du måste komma med mig ett band är fantastiskt och de spelar mycket bra musik och du kan dansa där med mig,22,18,0.8181818181818182,3.07,2.54,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.03,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
282,5,2,hej du måste kom till konserten med mig det är min favorit band det är jätte bra ja du måste kom,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_5pp/recording.wav,False,5_2,5,15.6038125,0,0,0,0,0,hej du måste kom till konserten med mig det är min favorit band det är jätte bra ja du måste kom,hej du måste kom till konserten med mig det är min favorit band det är jätte bra ja du måste kom,hej du måste kom till konserten med mig det är min favorit band det är jätte bra ja du måste kom,21,16,0.7619047619047619,3.7,2.54,1,4,test,eval,9999.0,9999.0,9999,0.23809523809523808,0.08333333333333333,hej du måste komatill konserten med mig öö det är min favorit band det är jätte bra du måste kåm,0.54,-0.98,9999,9999,9999,9999,9999,9999,1,20,0,4,92,0
283,5,3,vill du komma med mig på konsert,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_66u/recording.wav,False,5_2,5,8.9164375,0,0,0,0,0,vill du komma med mig på konsert,vill du komma med mig på konsert,vill du komma med mig på konsert,7,7,1.0,2.7,1.84,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.54,-0.97,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
284,5,143,<garbage> du måste kom till konsert där är <garbage> god musik och god band bra band <garbage> <garbage> <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_6s6/recording.wav,False,5_2,5,29.7215625,5,2,0,0,0,<garbage> du måste kom till konsert där är <garbage> god musik och god band bra band <garbage> <garbage> <garbage>,du måste kom till konsert där är god musik och god band bra band,du måste kom till konsert där är god musik och god band bra band,14,12,0.8571428571428571,2.7,2.01,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.79,1.46,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
285,5,4,aa du måste gå med mig en väldigt bra konsert det var m- mina <garbage> min favorit bands konsert och de spelar väldigt bra och du och jag tyckte du kan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_6sn/recording.wav,False,5_2,5,29.7215625,1,1,1,0,1,aa du måste gå med mig en väldigt bra konsert det var m mina <garbage> min favorit bands konsert och de spelar väldigt bra och du och jag tyckte du kan,du måste gå med mig en väldigt bra konsert det var mina min favorit bands konsert och de spelar väldigt bra och du och jag tyckte du kan,aa du måste gå med mig en väldigt bra konsert det var m mina min favorit bands konsert och de spelar väldigt bra och du och jag tyckte du kan,28,21,0.75,3.07,2.54,1,3,test,test,0.16666666666666666,0.028368794326241134,a du måste gå med mig en väldigt bra konsert det var mm mina min favorit bandskonsert och det spelar väldigt bra och du och jag tyckte du kan,0.1,0.028368794326241134,ää du måste gå med mig en väldigt bra konsert det var m mina min favorit bands konsert och det spelar väldigt bra och du och jag tyckter du kan,0.03,-0.29,4,1,0,0,2,2,4,1,0,0,2,2
286,5,5,öö komma till <garbage> festiva- konsert med mig snälla,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_6y4/recording.wav,False,5_2,5,16.718375,1,1,1,0,1,öö komma till <garbage> festiva konsert med mig snälla,komma till konsert med mig snälla,öö komma till festiva konsert med mig snälla,6,6,1.0,2.06,1.84,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.02,-0.13,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
287,5,6,oo kom med mig öö det ska bli <garbage> det ska vara <garbage> mycket trevligt att gå,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_abx/recording.wav,False,5_2,5,14.86075,2,2,0,0,2,oo kom med mig öö det ska bli <garbage> det ska vara <garbage> mycket trevligt att gå,kom med mig det ska bli det ska vara mycket trevligt att gå,oo kom med mig öö det ska bli det ska vara mycket trevligt att gå,13,11,0.8461538461538461,2.06,1.84,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,9.0,2.58,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
288,5,144,mm du måste komma med mig på konsert eftersom det är rock konsert och jag vet att du gillar rock musik,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_cpn/recording.wav,False,5_2,5,21.548125,0,0,0,0,1,mm du måste komma med mig på konsert eftersom det är rock konsert och jag vet att du gillar rock musik,du måste komma med mig på konsert eftersom det är rock konsert och jag vet att du gillar rock musik,mm du måste komma med mig på konsert eftersom det är rock konsert och jag vet att du gillar rock musik,20,17,0.85,3.07,2.54,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.03,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
289,5,7,mm kom till konsert med mig det är jätte kul,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_ddy/recording.wav,False,5_2,5,12.631625,0,0,0,0,1,mm kom till konsert med mig det är jätte kul,kom till konsert med mig det är jätte kul,mm kom till konsert med mig det är jätte kul,9,9,1.0,3.07,2.01,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.03,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
290,5,8,du måste komma med mig till konsert det är jätte bra bän- band,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_dsj/recording.wav,False,5_2,5,11.888625,0,0,1,0,0,du måste komma med mig till konsert det är jätte bra bän band,du måste komma med mig till konsert det är jätte bra band,du måste komma med mig till konsert det är jätte bra bän band,12,12,1.0,3.07,2.01,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.03,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
291,5,9,hej kommer med mig i konserten det ska bli jätte trevligt och roligt det är rock konsert,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_e8y/recording.wav,False,5_2,5,10.4025625,0,0,0,0,0,hej kommer med mig i konserten det ska bli jätte trevligt och roligt det är rock konsert,hej kommer med mig i konserten det ska bli jätte trevligt och roligt det är rock konsert,hej kommer med mig i konserten det ska bli jätte trevligt och roligt det är rock konsert,17,16,0.9411764705882352,3.07,2.54,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.03,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
292,5,138,mm kan du kom med mig till konserten,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_eph/recording.wav,False,5_2,5,8.1734375,0,0,0,0,1,mm kan du kom med mig till konserten,kan du kom med mig till konserten,mm kan du kom med mig till konserten,7,7,1.0,3.07,2.01,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.03,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
293,5,10,det ska bli jätte rolig och,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_err/recording.wav,False,5_2,5,11.517125,0,0,0,0,0,det ska bli jätte rolig och,det ska bli jätte rolig och,det ska bli jätte rolig och,6,6,1.0,1.7,2.01,1,1,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.8,1.58,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
294,5,11,<garbage> du komma med mig till rock konsert,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_fpz/recording.wav,False,5_2,5,18.5759375,1,0,0,0,0,<garbage> du komma med mig till rock konsert,du komma med mig till rock konsert,du komma med mig till rock konsert,7,7,1.0,2.7,1.84,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.79,1.46,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
295,5,12,kom med mig till konsert,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_fs9/recording.wav,False,5_2,5,8.5449375,0,0,0,0,0,kom med mig till konsert,kom med mig till konsert,kom med mig till konsert,5,5,1.0,2.7,1.84,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.79,1.46,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
296,5,13,<garbage> *komme* med mig till konsert,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_gjx/recording.wav,False,5_2,5,9.6595,1,0,0,1,0,<garbage> komme med mig till konsert,*komme* med mig till konsert,komme med mig till konsert,5,5,1.0,2.06,1.84,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.02,-0.13,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
297,5,14,mm du måste komma med mig det är bra sånger jag älskar de vi måste där det är trevlig att resa där mm vi ska har goda timmer,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_gqx/recording.wav,False,5_2,5,29.35,0,0,0,0,2,mm du måste komma med mig det är bra sånger jag älskar de vi måste där det är trevlig att resa där mm vi ska har goda timmer,du måste komma med mig det är bra sånger jag älskar de vi måste där det är trevlig att resa där vi ska har goda timmer,mm du måste komma med mig det är bra sånger jag älskar de vi måste där det är trevlig att resa där mm vi ska har goda timmer,26,21,0.8076923076923077,2.7,2.54,1,2,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.54,-0.97,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
298,5,15,kom till där det är <garbage> rolig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_2/joens_h4v/recording.wav,False,5_2,5,11.1455625,1,1,0,0,0,kom till där det är <garbage> rolig,kom till där det är rolig,kom till där det är rolig,6,6,1.0,1.7,2.01,1,1,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.8,1.58,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
